SiteVisit_ID,sDate,SITEID,Project,Notes,FishSampleType,FI_Shocker_Voltage,DateAdded,AddedBy,LastEdit_by,LastEdit_date,SiteVisit_ID_Legacy,SiteVisit_ID_New
1997-08-05_F_1FVA1,1997-08-05 00:00:00,1FVA1,FISH,,QUANT,,2001-06-05 17:08:12,,,,1997-08-05-1FVA1,1997-08-05_F_1FVA1
1997-08-06_F_1F003,1997-08-06 00:00:00,1F003,FISH,,QUANT,,2001-06-05 17:08:12,,,,1997-08-06-1F003,1997-08-06_F_1F003
1997-08-07_F_1F138,1997-08-07 00:00:00,1F138,FISH,,QUANT,,2001-06-05 17:08:12,,,,1997-08-07-1F138,1997-08-07_F_1F138
1997-08-12_F_1F056,1997-08-12 00:00:00,1F056,FISH,,QUAL,,2001-06-05 17:08:12,,,,1997-08-12-1F056,1997-08-12_F_1F056
1997-08-12_F_1F058,1997-08-12 00:00:00,1F058,FISH,,QUAL,,2001-06-05 17:08:12,,,,1997-08-12-1F058,1997-08-12_F_1F058
1997-08-13_F_2F060,1997-08-13 00:00:00,2F060,FISH,,QUAL,,2001-06-05 17:08:12,,,,1997-08-13-2F060,1997-08-13_F_2F060
1997-08-14_F_PASSRUN,1997-08-14 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-14-PASS,1997-08-14_F_PASSRUN
1997-08-18_F_PASSRUN,1997-08-18 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-18-PASS,1997-08-18_F_PASSRUN
1997-08-19_F_HUGHES,1997-08-19 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-19-HUGHE,1997-08-19_F_HUGHES
1997-08-21_F_PASSRUN,1997-08-21 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-21-PASS,1997-08-21_F_PASSRUN
1997-08-25_F_HUGHES,1997-08-25 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-25-HUGHE,1997-08-25_F_HUGHES
1997-08-26_F_HUGHES,1997-08-26 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-26-HUGHE,1997-08-26_F_HUGHES
1997-08-27_F_HUGHES,1997-08-27 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-08-27-HUGHE,1997-08-27_F_HUGHES
1997-09-03_F_ROSE,1997-09-03 00:00:00,ROSE,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1997-09-03-ROSE,1997-09-03_F_ROSE
1998-06-09_F_3F084,1998-06-09 00:00:00,3F084,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-09-3F084,1998-06-09_F_3F084
1998-06-10_F_3F044,1998-06-10 00:00:00,3F044,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-10-3F044,1998-06-10_F_3F044
1998-06-11_F_3F045,1998-06-11 00:00:00,3F045,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-11-3F045,1998-06-11_F_3F045
1998-06-11_F_3F079,1998-06-11 00:00:00,3F079,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-06-11-3F079,1998-06-11_F_3F079
1998-06-15_F_3F107,1998-06-15 00:00:00,3F107,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-15-3F107,1998-06-15_F_3F107
1998-06-15_F_3F109,1998-06-15 00:00:00,3F109,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-15-3F109,1998-06-15_F_3F109
1998-06-16_F_3F123,1998-06-16 00:00:00,3F123,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-16-3F123,1998-06-16_F_3F123
1998-06-17_F_3F124,1998-06-17 00:00:00,3F124,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-17-3F124,1998-06-17_F_3F124
1998-06-17_F_3F125,1998-06-17 00:00:00,3F125,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-17-3F125,1998-06-17_F_3F125
1998-06-18_F_2F095,1998-06-18 00:00:00,2F095,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-18-2F095,1998-06-18_F_2F095
1998-06-18_F_2F131,1998-06-18 00:00:00,2F131,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-18-2F131,1998-06-18_F_2F131
1998-06-22_F_3F041,1998-06-22 00:00:00,3F041,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-06-22-3F041,1998-06-22_F_3F041
1998-06-22_F_3F043,1998-06-22 00:00:00,3F043,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-06-22-3F043,1998-06-22_F_3F043
1998-06-23_F_3F126,1998-06-23 00:00:00,3F126,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-23-3F126,1998-06-23_F_3F126
1998-06-23_F_3F128,1998-06-23 00:00:00,3F128,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-23-3F128,1998-06-23_F_3F128
1998-06-24_F_3F102,1998-06-24 00:00:00,3F102,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-24-3F102,1998-06-24_F_3F102
1998-06-24_F_3F103,1998-06-24 00:00:00,3F103,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-24-3F103,1998-06-24_F_3F103
1998-06-29_F_2F072,1998-06-29 00:00:00,2F072,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-29-2F072,1998-06-29_F_2F072
1998-06-30_F_2F074,1998-06-30 00:00:00,2F074,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-06-30-2F074,1998-06-30_F_2F074
1998-07-06_F_2F093,1998-07-06 00:00:00,2F093,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-06-2F093,1998-07-06_F_2F093
1998-07-07_F_2F135,1998-07-07 00:00:00,2F135,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-07-2F135,1998-07-07_F_2F135
1998-07-07_F_2FVA4,1998-07-07 00:00:00,2FVA4,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-07-2FVA4,1998-07-07_F_2FVA4
1998-07-07_F_2FVA5,1998-07-07 00:00:00,2FVA5,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-07-2FVA5,1998-07-07_F_2FVA5
1998-07-08_F_2F075,1998-07-08 00:00:00,2F075,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-08-2F075,1998-07-08_F_2F075
1998-07-08_F_2F076,1998-07-08 00:00:00,2F076,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-08-2F076,1998-07-08_F_2F076
1998-07-08_F_2FVA4,1998-07-08 00:00:00,2FVA4,FISH,<Fish>,NA,,2001-06-05 17:55:17,,,,1998-07-08-2FVA4,1998-07-08_F_2FVA4
1998-07-09_F_2F036,1998-07-09 00:00:00,2F036,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-09-2F036,1998-07-09_F_2F036
1998-07-13_F_2F016,1998-07-13 00:00:00,2F016,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-13-2F016,1998-07-13_F_2F016
1998-07-13_F_2F017,1998-07-13 00:00:00,2F017,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-13-2F017,1998-07-13_F_2F017
1998-07-13_F_2F055,1998-07-13 00:00:00,2F055,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-13-2F055,1998-07-13_F_2F055
1998-07-14_F_1F030,1998-07-14 00:00:00,1F030,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-14-1F030,1998-07-14_F_1F030
1998-07-14_F_1FVA2,1998-07-14 00:00:00,1FVA2,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-14-1FVA2,1998-07-14_F_1FVA2
1998-07-14_F_1FVA3,1998-07-14 00:00:00,1FVA3,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-14-1FVA3,1998-07-14_F_1FVA3
1998-07-15_F_1F132,1998-07-15 00:00:00,1F132,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-15-1F132,1998-07-15_F_1F132
1998-07-16_F_2F067,1998-07-16 00:00:00,2F067,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-16-2F067,1998-07-16_F_2F067
1998-07-16_F_PASSRUN,1998-07-16 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-07-16-PASS,1998-07-16_F_PASSRUN
1998-07-20_F_2F040,1998-07-20 00:00:00,2F040,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-20-2F040,1998-07-20_F_2F040
1998-07-20_F_2F050,1998-07-20 00:00:00,2F050,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-07-20-2F050,1998-07-20_F_2F050
1998-07-21_F_2F038,1998-07-21 00:00:00,2F038,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-21-2F038,1998-07-21_F_2F038
1998-07-21_F_2F039,1998-07-21 00:00:00,2F039,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-21-2F039,1998-07-21_F_2F039
1998-07-22_F_1F118,1998-07-22 00:00:00,1F118,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-22-1F118,1998-07-22_F_1F118
1998-07-27_F_1F007,1998-07-27 00:00:00,1F007,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-27-1F007,1998-07-27_F_1F007
1998-07-27_F_1FVA1,1998-07-27 00:00:00,1FVA1,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-27-1FVA1,1998-07-27_F_1FVA1
1998-07-28_F_1F003,1998-07-28 00:00:00,1F003,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-28-1F003,1998-07-28_F_1F003
1998-07-29_F_1F138,1998-07-29 00:00:00,1F138,FISH,,QUANT,,2001-06-05 17:08:12,,,,1998-07-29-1F138,1998-07-29_F_1F138
1998-07-30_F_PASSRUN,1998-07-30 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-07-30-PASS,1998-07-30_F_PASSRUN
1998-08-03_F_2F033,1998-08-03 00:00:00,2F033,FISH,,QUAL,,2001-06-05 17:08:12,,,,1998-08-03-2F033,1998-08-03_F_2F033
1998-08-04_F_HUGHES,1998-08-04 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-04-HUGHE,1998-08-04_F_HUGHES
1998-08-05_F_HUGHES,1998-08-05 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-05-HUGHE,1998-08-05_F_HUGHES
1998-08-06_F_HUGHES,1998-08-06 00:00:00,HUGHES,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-06-HUGHE,1998-08-06_F_HUGHES
1998-08-10_F_PASSRUN,1998-08-10 00:00:00,PASSRUN,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-10-PASS,1998-08-10_F_PASSRUN
1998-08-18_F_ROSE,1998-08-18 00:00:00,ROSE,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-18-ROSE,1998-08-18_F_ROSE
1998-08-19_F_ROSE,1998-08-19 00:00:00,ROSE,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-19-ROSE,1998-08-19_F_ROSE
1998-08-20_F_ROSE,1998-08-20 00:00:00,ROSE,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-20-ROSE,1998-08-20_F_ROSE
1998-08-24_F_ROSE,1998-08-24 00:00:00,ROSE,FISH,Exotic Fish Removal.,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-24-ROSE,1998-08-24_F_ROSE
1998-08-26_F_MOORMANS,1998-08-26 00:00:00,MOORMANS,FISH,Exotic Fish Removal,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-26-NFMOR,1998-08-26_F_MOORMANS
1998-08-27_F_MOORMANS,1998-08-27 00:00:00,MOORMANS,FISH,Exotic Fish Removal,REMOVAL,,2001-06-05 17:54:16,,,,1998-08-27-NFMOR,1998-08-27_F_MOORMANS
1999-06-02_F_2F131,1999-06-02 00:00:00,2F131,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-02-2F131,1999-06-02_F_2F131
1999-06-03_F_2F095,1999-06-03 00:00:00,2F095,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-03-2F095,1999-06-03_F_2F095
1999-06-07_F_3F084,1999-06-07 00:00:00,3F084,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-07-3F084,1999-06-07_F_3F084
1999-06-08_F_3F045,1999-06-08 00:00:00,3F045,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-08-3F045,1999-06-08_F_3F045
1999-06-08_F_3F079,1999-06-08 00:00:00,3F079,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-08-3F079,1999-06-08_F_3F079
1999-06-09_F_3F044,1999-06-09 00:00:00,3F044,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-09-3F044,1999-06-09_F_3F044
1999-06-10_F_3F107,1999-06-10 00:00:00,3F107,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-10-3F107,1999-06-10_F_3F107
1999-06-10_F_3F109,1999-06-10 00:00:00,3F109,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-10-3F109,1999-06-10_F_3F109
1999-06-14_F_3F102,1999-06-14 00:00:00,3F102,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-14-3F102,1999-06-14_F_3F102
1999-06-14_F_3F103,1999-06-14 00:00:00,3F103,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-14-3F103,1999-06-14_F_3F103
1999-06-15_F_3F126,1999-06-15 00:00:00,3F126,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-15-3F126,1999-06-15_F_3F126
1999-06-15_F_3F128,1999-06-15 00:00:00,3F128,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-15-3F128,1999-06-15_F_3F128
1999-06-16_F_3F124,1999-06-16 00:00:00,3F124,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-16-3F124,1999-06-16_F_3F124
1999-06-16_F_3F125,1999-06-16 00:00:00,3F125,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-16-3F125,1999-06-16_F_3F125
1999-06-21_F_1F003,1999-06-21 00:00:00,1F003,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-21-1F003,1999-06-21_F_1F003
1999-06-21_F_3F123,1999-06-21 00:00:00,3F123,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-21-3F123,1999-06-21_F_3F123
1999-06-22_F_1F138,1999-06-22 00:00:00,1F138,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-22-1F138,1999-06-22_F_1F138
1999-06-23_F_1F145,1999-06-23 00:00:00,1F145,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-06-23-1F145,1999-06-23_F_1F145
1999-06-23_F_2F063,1999-06-23 00:00:00,2F063,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-23-2F063,1999-06-23_F_2F063
1999-06-24_F_2F010,1999-06-24 00:00:00,2F010,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-24-2F010,1999-06-24_F_2F010
1999-06-24_F_2F062,1999-06-24 00:00:00,2F062,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-24-2F062,1999-06-24_F_2F062
1999-06-30_F_3F021,1999-06-30 00:00:00,3F021,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1999-06-30-3F021,1999-06-30_F_3F021
1999-06-30_F_3F023,1999-06-30 00:00:00,3F023,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-30-3F023,1999-06-30_F_3F023
1999-06-30_F_3F101,1999-06-30 00:00:00,3F101,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-06-30-3F101,1999-06-30_F_3F101
1999-07-06_F_2F069,1999-07-06 00:00:00,2F069,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-06-2F069,1999-07-06_F_2F069
1999-07-07_F_2F074,1999-07-07 00:00:00,2F074,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-07-2F074,1999-07-07_F_2F074
1999-07-08_F_2F072,1999-07-08 00:00:00,2F072,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-08-2F072,1999-07-08_F_2F072
1999-07-12_F_2F093,1999-07-12 00:00:00,2F093,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-12-2F093,1999-07-12_F_2F093
1999-07-12_F_2FVA5,1999-07-12 00:00:00,2FVA5,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-12-2FVA5,1999-07-12_F_2FVA5
1999-07-13_F_2F135,1999-07-13 00:00:00,2F135,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-13-2F135,1999-07-13_F_2F135
1999-07-13_F_2FVA4,1999-07-13 00:00:00,2FVA4,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-13-2FVA4,1999-07-13_F_2FVA4
1999-07-14_F_2F075,1999-07-14 00:00:00,2F075,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-14-2F075,1999-07-14_F_2F075
1999-07-14_F_2F076,1999-07-14 00:00:00,2F076,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-14-2F076,1999-07-14_F_2F076
1999-07-15_F_1F132,1999-07-15 00:00:00,1F132,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-15-1F132,1999-07-15_F_1F132
1999-07-19_F_2F015,1999-07-19 00:00:00,2F015,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-19-2F015,1999-07-19_F_2F015
1999-07-19_F_2F016,1999-07-19 00:00:00,2F016,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-19-2F016,1999-07-19_F_2F016
1999-07-20_F_2F017,1999-07-20 00:00:00,2F017,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-20-2F017,1999-07-20_F_2F017
1999-07-20_F_2F055,1999-07-20 00:00:00,2F055,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-20-2F055,1999-07-20_F_2F055
1999-07-21_F_1F030,1999-07-21 00:00:00,1F030,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-21-1F030,1999-07-21_F_1F030
1999-07-21_F_1FVA2,1999-07-21 00:00:00,1FVA2,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-21-1FVA2,1999-07-21_F_1FVA2
1999-07-21_F_1FVA3,1999-07-21 00:00:00,1FVA3,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-21-1FVA3,1999-07-21_F_1FVA3
1999-07-22_F_2F048,1999-07-22 00:00:00,2F048,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-22-2F048,1999-07-22_F_2F048
1999-07-26_F_2F040,1999-07-26 00:00:00,2F040,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-26-2F040,1999-07-26_F_2F040
1999-07-26_F_2F050,1999-07-26 00:00:00,2F050,FISH,,QUAL,,2001-06-05 17:08:12,,,,1999-07-26-2F050,1999-07-26_F_2F050
1999-07-27_F_2F038,1999-07-27 00:00:00,2F038,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-27-2F038,1999-07-27_F_2F038
1999-07-27_F_2F039,1999-07-27 00:00:00,2F039,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-27-2F039,1999-07-27_F_2F039
1999-07-28_F_1F007,1999-07-28 00:00:00,1F007,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-28-1F007,1999-07-28_F_1F007
1999-07-28_F_1FVA1,1999-07-28 00:00:00,1FVA1,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-28-1FVA1,1999-07-28_F_1FVA1
1999-07-29_F_1F118,1999-07-29 00:00:00,1F118,FISH,,QUANT,,2001-06-05 17:08:12,,,,1999-07-29-1F118,1999-07-29_F_1F118
2000-06-07_F_2F131,2000-06-07 00:00:00,2F131,FISH,,QUANT,,2001-06-05 17:08:12,,,,2000-06-07-2F131,2000-06-07_F_2F131
2000-06-08_F_2F095,2000-06-08 00:00:00,2F095,FISH,,QUANT,,2001-06-05 17:08:12,,,,2000-06-08-2F095,2000-06-08_F_2F095
2000-06-12_F_3F084,2000-06-12 00:00:00,3F084,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-06-12-3F084,2000-06-12_F_3F084
2000-06-13_F_3F045,2000-06-13 00:00:00,3F045,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-06-13-3F045,2000-06-13_F_3F045
2000-06-13_F_3F079,2000-06-13 00:00:00,3F079,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,2000-06-13-3F079,2000-06-13_F_3F079
2000-06-14_F_3F044,2000-06-14 00:00:00,3F044,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-06-14-3F044,2000-06-14_F_3F044
2000-06-15_F_3F107,2000-06-15 00:00:00,3F107,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-15-3F107,2000-06-15_F_3F107
2000-06-15_F_3F109,2000-06-15 00:00:00,3F109,FISH,<Fish>,QUANT,,2001-06-05 17:54:16,,,,2000-06-15-3F109,2000-06-15_F_3F109
2000-06-19_F_3F123,2000-06-19 00:00:00,3F123,FISH,,QUANT,,2001-06-05 17:08:12,,,,2000-06-19-3F123,2000-06-19_F_3F123
2000-06-20_F_3F124,2000-06-20 00:00:00,3F124,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-20-3F124,2000-06-20_F_3F124
2000-06-20_F_3F125,2000-06-20 00:00:00,3F125,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-20-3F125,2000-06-20_F_3F125
2000-06-21_F_3F102,2000-06-21 00:00:00,3F102,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-21-3F102,2000-06-21_F_3F102
2000-06-21_F_3F103,2000-06-21 00:00:00,3F103,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-06-21-3F103,2000-06-21_F_3F103
2000-06-22_F_3F087,2000-06-22 00:00:00,3F087,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-22-3F087,2000-06-22_F_3F087
2000-06-26_F_3F126,2000-06-26 00:00:00,3F126,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-26-3F126,2000-06-26_F_3F126
2000-06-26_F_3F128,2000-06-26 00:00:00,3F128,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-26-3F128,2000-06-26_F_3F128
2000-06-27_F_1F145,2000-06-27 00:00:00,1F145,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-06-27-1F145,2000-06-27_F_1F145
2000-06-28_F_1F138,2000-06-28 00:00:00,1F138,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-28-1F138,2000-06-28_F_1F138
2000-06-29_F_1F003,2000-06-29 00:00:00,1F003,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-06-29-1F003,2000-06-29_F_1F003
2000-07-05_F_2F072,2000-07-05 00:00:00,2F072,FISH,,QUANT,,2001-06-05 17:08:12,,,,2000-07-05-2F072,2000-07-05_F_2F072
2000-07-06_F_2F074,2000-07-06 00:00:00,2F074,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-06-2F074,2000-07-06_F_2F074
2000-07-10_F_2F093,2000-07-10 00:00:00,2F093,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-10-2F093,2000-07-10_F_2F093
2000-07-10_F_2FVA5,2000-07-10 00:00:00,2FVA5,FISH,<Fish>,QUAL,,2001-06-05 17:54:16,,,,2000-07-10-2FVA5,2000-07-10_F_2FVA5
2000-07-11_F_2F135,2000-07-11 00:00:00,2F135,FISH,<Fish>,QUANT,,2001-06-05 17:54:16,,,,2000-07-11-2F135,2000-07-11_F_2F135
2000-07-11_F_2FVA4,2000-07-11 00:00:00,2FVA4,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-11-2FVA4,2000-07-11_F_2FVA4
2000-07-12_F_2F075,2000-07-12 00:00:00,2F075,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-12-2F075,2000-07-12_F_2F075
2000-07-12_F_2F076,2000-07-12 00:00:00,2F076,FISH,,QUAL,,2002-02-07 16:51:39,ABW,,,2000-07-12-2F076,2000-07-12_F_2F076
2000-07-18_F_2F040,2000-07-18 00:00:00,2F040,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-18-2F040,2000-07-18_F_2F040
2000-07-18_F_2F050,2000-07-18 00:00:00,2F050,FISH,,QUAL,,2001-06-05 17:08:12,,,,2000-07-18-2F050,2000-07-18_F_2F050
2000-07-19_F_1F132,2000-07-19 00:00:00,1F132,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-19-1F132,2000-07-19_F_1F132
2000-07-20_F_2F038,2000-07-20 00:00:00,2F038,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-20-2F038,2000-07-20_F_2F038
2000-07-20_F_2F039,2000-07-20 00:00:00,2F039,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-20-2F039,2000-07-20_F_2F039
2000-07-25_F_2F017,2000-07-25 00:00:00,2F017,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-25-2F017,2000-07-25_F_2F017
2000-07-25_F_2F055,2000-07-25 00:00:00,2F055,FISH,,QUAL,,2002-02-07 16:51:39,ABW,,,2000-07-25-2F055,2000-07-25_F_2F055
2000-07-26_F_2F015,2000-07-26 00:00:00,2F015,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-26-2F015,2000-07-26_F_2F015
2000-07-26_F_2F016,2000-07-26 00:00:00,2F016,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-26-2F016,2000-07-26_F_2F016
2000-07-27_F_1F030,2000-07-27 00:00:00,1F030,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-27-1F030,2000-07-27_F_1F030
2000-07-27_F_1FVA2,2000-07-27 00:00:00,1FVA2,FISH,<Fish>,QUANT,,2001-06-05 17:51:02,,,,2000-07-27-1FVA2,2000-07-27_F_1FVA2
2000-07-27_F_1FVA3,2000-07-27 00:00:00,1FVA3,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-07-27-1FVA3,2000-07-27_F_1FVA3
2000-07-31_F_1F118,2000-07-31 00:00:00,1F118,FISH,,QUANT,,2001-06-05 17:08:12,,,,2000-07-31-1F118,2000-07-31_F_1F118
2000-08-01_F_1F007,2000-08-01 00:00:00,1F007,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-08-01-1F007,2000-08-01_F_1F007
2000-08-01_F_1FVA1,2000-08-01 00:00:00,1FVA1,FISH,,QUANT,,2002-02-07 16:51:39,ABW,,,2000-08-01-1FVA1,2000-08-01_F_1FVA1
2000-08-02_F_2F067,2000-08-02 00:00:00,2F067,FISH,,QUAL,,2002-02-07 16:51:39,ABW,,,2000-08-02-2F067,2000-08-02_F_2F067
